Organization Name,Direct Cost,Indirect Cost,Funding
UNIVERSITY OF CALIFORNIA LOS ANGELES,256770,138098,394868
UNIVERSITY OF CALIFORNIA LOS ANGELES,48000,11638,59638
UNIVERSITY OF CALIFORNIA LOS ANGELES,206872,111711,318583
UNIVERSITY OF CALIFORNIA LOS ANGELES,224813,117206,342019
UNIVERSITY OF CALIFORNIA LOS ANGELES,690210,90948,781158
UNIVERSITY OF CALIFORNIA LOS ANGELES,974,526,1500
UNIVERSITY OF CALIFORNIA LOS ANGELES,363976,196547,560523
UNIVERSITY OF CALIFORNIA LOS ANGELES,211094,113991,325085
UNIVERSITY OF CALIFORNIA LOS ANGELES,240219,89944,330163
UNIVERSITY OF CALIFORNIA LOS ANGELES,693602,107953,801555
UNIVERSITY OF CALIFORNIA LOS ANGELES,426802,203565,630367
UNIVERSITY OF CALIFORNIA LOS ANGELES,1,0,1
UNIVERSITY OF CALIFORNIA LOS ANGELES,116500,9320,125820
UNIVERSITY OF CALIFORNIA LOS ANGELES,47114,,47114
UNIVERSITY OF CALIFORNIA LOS ANGELES,2141391,1156351,3297742
UNIVERSITY OF CALIFORNIA LOS ANGELES,276916,149535,426451
UNIVERSITY OF CALIFORNIA LOS ANGELES,207500,112050,319550
UNIVERSITY OF CALIFORNIA LOS ANGELES,20553,,20553
UNIVERSITY OF CALIFORNIA LOS ANGELES,619570,64034,683604
UNIVERSITY OF CALIFORNIA LOS ANGELES,255710,121448,377158
UNIVERSITY OF CALIFORNIA LOS ANGELES,170159,36935,207094
UNIVERSITY OF CALIFORNIA LOS ANGELES,229216,122174,351390
UNIVERSITY OF CALIFORNIA LOS ANGELES,142710,11417,154127
UNIVERSITY OF CALIFORNIA LOS ANGELES,282258,18885,258925
UNIVERSITY OF CALIFORNIA LOS ANGELES,242155,122338,364493
UNIVERSITY OF CALIFORNIA LOS ANGELES,165965,8834,174799
UNIVERSITY OF CALIFORNIA LOS ANGELES,1330896,59432,1390328
UNIVERSITY OF CALIFORNIA LOS ANGELES,141000,76140,217140
UNIVERSITY OF CALIFORNIA LOS ANGELES,112250,8980,121230
UNIVERSITY OF CALIFORNIA LOS ANGELES,52788,,52788
UNIVERSITY OF CALIFORNIA LOS ANGELES,196918,106336,303254
UNIVERSITY OF CALIFORNIA LOS ANGELES,64900,13500,78400
UNIVERSITY OF CALIFORNIA LOS ANGELES,235000,126900,361900
UNIVERSITY OF CALIFORNIA LOS ANGELES,171928,8362,180290
UNIVERSITY OF CALIFORNIA LOS ANGELES,520752,34720,555472
UNIVERSITY OF CALIFORNIA LOS ANGELES,10671032,2670915,13341947
UNIVERSITY OF CALIFORNIA LOS ANGELES,610042,316478,926520
UNIVERSITY OF CALIFORNIA LOS ANGELES,132189,10575,142764
UNIVERSITY OF CALIFORNIA LOS ANGELES,240756,130008,370764
UNIVERSITY OF CALIFORNIA LOS ANGELES,238838,128972,367810
UNIVERSITY OF CALIFORNIA LOS ANGELES,312750,166023,478773
UNIVERSITY OF CALIFORNIA LOS ANGELES,180125,19875,200000
UNIVERSITY OF CALIFORNIA LOS ANGELES,250000,135000,385000
UNIVERSITY OF CALIFORNIA LOS ANGELES,33769,,33769
UNIVERSITY OF CALIFORNIA LOS ANGELES,238000,107650,345650
UNIVERSITY OF CALIFORNIA LOS ANGELES,156651,70229,226880
UNIVERSITY OF CALIFORNIA LOS ANGELES,189198,102167,291365
UNIVERSITY OF CALIFORNIA LOS ANGELES,250000,135000,385000
UNIVERSITY OF CALIFORNIA LOS ANGELES,141000,76140,217140
UNIVERSITY OF CALIFORNIA LOS ANGELES,212500,108210,320710
UNIVERSITY OF CALIFORNIA LOS ANGELES,322044,160965,483009
UNIVERSITY OF CALIFORNIA LOS ANGELES,325732,175895,501627
UNIVERSITY OF CALIFORNIA LOS ANGELES,150000,81000,231000
UNIVERSITY OF CALIFORNIA LOS ANGELES,203012,100424,303436
UNIVERSITY OF CALIFORNIA LOS ANGELES,293033,158238,323409
UNIVERSITY OF CALIFORNIA LOS ANGELES,200000,108000,308000
UNIVERSITY OF CALIFORNIA LOS ANGELES,276678,86184,362862
UNIVERSITY OF CALIFORNIA LOS ANGELES,53942,,53942
UNIVERSITY OF CALIFORNIA LOS ANGELES,87000,46980,133980
UNIVERSITY OF CALIFORNIA LOS ANGELES,233838,121810,355648
UNIVERSITY OF CALIFORNIA LOS ANGELES,141931,76643,218574
UNIVERSITY OF CALIFORNIA LOS ANGELES,195050,100941,295991
UNIVERSITY OF CALIFORNIA LOS ANGELES,312676,168845,481521
UNIVERSITY OF CALIFORNIA LOS ANGELES,120625,65138,185763
UNIVERSITY OF CALIFORNIA LOS ANGELES,158004,85322,243326
UNIVERSITY OF CALIFORNIA LOS ANGELES,217500,117450,334950
UNIVERSITY OF CALIFORNIA LOS ANGELES,1140444,583279,1723723
UNIVERSITY OF CALIFORNIA LOS ANGELES,374702,143185,517887
UNIVERSITY OF CALIFORNIA LOS ANGELES,398986,167353,566339
UNIVERSITY OF CALIFORNIA LOS ANGELES,397764,188923,586687
UNIVERSITY OF CALIFORNIA LOS ANGELES,299664,23973,317707
UNIVERSITY OF CALIFORNIA LOS ANGELES,228000,116718,344718
UNIVERSITY OF CALIFORNIA LOS ANGELES,366809,198078,564887
UNIVERSITY OF CALIFORNIA LOS ANGELES,2848847,425218,2494558
UNIVERSITY OF CALIFORNIA LOS ANGELES,189199,102167,291366
UNIVERSITY OF CALIFORNIA LOS ANGELES,218750,118125,336875
UNIVERSITY OF CALIFORNIA LOS ANGELES,1840633,978862,2819495
UNIVERSITY OF CALIFORNIA LOS ANGELES,135715,10857,146572
UNIVERSITY OF CALIFORNIA LOS ANGELES,1585579,573443,2159022
UNIVERSITY OF CALIFORNIA LOS ANGELES,456458,29198,485656
UNIVERSITY OF CALIFORNIA LOS ANGELES,198634,103262,301896
UNIVERSITY OF CALIFORNIA LOS ANGELES,995532,273870,1269402
UNIVERSITY OF CALIFORNIA LOS ANGELES,114336,9147,123483
UNIVERSITY OF CALIFORNIA LOS ANGELES,209322,15387,224709
UNIVERSITY OF CALIFORNIA LOS ANGELES,48278,26070,74348
UNIVERSITY OF CALIFORNIA LOS ANGELES,147123,11770,158893
UNIVERSITY OF CALIFORNIA LOS ANGELES,118399,9152,127551
UNIVERSITY OF CALIFORNIA LOS ANGELES,200432,16035,216467
UNIVERSITY OF CALIFORNIA LOS ANGELES,241250,125416,366666
UNIVERSITY OF CALIFORNIA LOS ANGELES,247329,124201,371530
UNIVERSITY OF CALIFORNIA LOS ANGELES,212500,114750,327250
UNIVERSITY OF CALIFORNIA LOS ANGELES,150208,12017,162225
UNIVERSITY OF CALIFORNIA LOS ANGELES,132821,32230,165051
UNIVERSITY OF CALIFORNIA LOS ANGELES,129000,10320,139320
UNIVERSITY OF CALIFORNIA LOS ANGELES,50000,27000,77000
UNIVERSITY OF CALIFORNIA LOS ANGELES,246900,133326,380226
UNIVERSITY OF CALIFORNIA LOS ANGELES,346712,132854,479566
UNIVERSITY OF CALIFORNIA LOS ANGELES,167000,13360,180360
UNIVERSITY OF CALIFORNIA LOS ANGELES,235620,127235,362855
UNIVERSITY OF CALIFORNIA LOS ANGELES,1297978,590196,1680001
UNIVERSITY OF CALIFORNIA LOS ANGELES,153500,12280,165780
UNIVERSITY OF CALIFORNIA LOS ANGELES,216249,100073,316322
UNIVERSITY OF CALIFORNIA LOS ANGELES,553481,147695,701176
UNIVERSITY OF CALIFORNIA LOS ANGELES,294383,158967,453350
UNIVERSITY OF CALIFORNIA LOS ANGELES,266830,144088,410918
UNIVERSITY OF CALIFORNIA LOS ANGELES,2940450,1587844,4528294
UNIVERSITY OF CALIFORNIA LOS ANGELES,283165,152909,436074
UNIVERSITY OF CALIFORNIA LOS ANGELES,205711,111084,316795
UNIVERSITY OF CALIFORNIA LOS ANGELES,301024,162553,463577
UNIVERSITY OF CALIFORNIA LOS ANGELES,237500,128250,365750
UNIVERSITY OF CALIFORNIA LOS ANGELES,235000,126900,361900
UNIVERSITY OF CALIFORNIA LOS ANGELES,184771,99776,284547
UNIVERSITY OF CALIFORNIA LOS ANGELES,230324,119736,350060
UNIVERSITY OF CALIFORNIA LOS ANGELES,312495,99714,262146
UNIVERSITY OF CALIFORNIA LOS ANGELES,393002,211193,604195
UNIVERSITY OF CALIFORNIA LOS ANGELES,33971,,33971
UNIVERSITY OF CALIFORNIA LOS ANGELES,259916,140355,400271
UNIVERSITY OF CALIFORNIA LOS ANGELES,167445,13396,180841
UNIVERSITY OF CALIFORNIA LOS ANGELES,143050,43520,186570
UNIVERSITY OF CALIFORNIA LOS ANGELES,238000,128520,366520
UNIVERSITY OF CALIFORNIA LOS ANGELES,120625,65138,185763
UNIVERSITY OF CALIFORNIA LOS ANGELES,79499,6360,85859
UNIVERSITY OF CALIFORNIA LOS ANGELES,1330235,207040,1537275
UNIVERSITY OF CALIFORNIA LOS ANGELES,171046,13684,184730
UNIVERSITY OF CALIFORNIA LOS ANGELES,124000,9920,133920
UNIVERSITY OF CALIFORNIA LOS ANGELES,120625,65138,185763
UNIVERSITY OF CALIFORNIA LOS ANGELES,211094,113991,325085
UNIVERSITY OF CALIFORNIA LOS ANGELES,193000,104220,297220
UNIVERSITY OF CALIFORNIA LOS ANGELES,155570,84008,239578
UNIVERSITY OF CALIFORNIA LOS ANGELES,126207,61140,187347
UNIVERSITY OF CALIFORNIA LOS ANGELES,24214,6296,30510
UNIVERSITY OF CALIFORNIA LOS ANGELES,156329,30080,186409
UNIVERSITY OF CALIFORNIA LOS ANGELES,683826,267163,950989
UNIVERSITY OF CALIFORNIA LOS ANGELES,108750,58725,167475
UNIVERSITY OF CALIFORNIA LOS ANGELES,232832,16168,249000
UNIVERSITY OF CALIFORNIA LOS ANGELES,49000,26460,75460
UNIVERSITY OF CALIFORNIA LOS ANGELES,33769,,33769
UNIVERSITY OF CALIFORNIA LOS ANGELES,8117,4383,12500
UNIVERSITY OF CALIFORNIA LOS ANGELES,242621,99332,341953
UNIVERSITY OF CALIFORNIA LOS ANGELES,60432,4835,65267
UNIVERSITY OF CALIFORNIA LOS ANGELES,30947,16711,47658
UNIVERSITY OF CALIFORNIA LOS ANGELES,217500,117450,334950
UNIVERSITY OF CALIFORNIA LOS ANGELES,213750,115425,329175
UNIVERSITY OF CALIFORNIA LOS ANGELES,109593,8767,118360
UNIVERSITY OF CALIFORNIA LOS ANGELES,244756,16508,261264
UNIVERSITY OF CALIFORNIA LOS ANGELES,169910,11034,155944
UNIVERSITY OF CALIFORNIA LOS ANGELES,234930,88642,323572
UNIVERSITY OF CALIFORNIA LOS ANGELES,246195,132945,379140
UNIVERSITY OF CALIFORNIA LOS ANGELES,244240,131890,376130
UNIVERSITY OF CALIFORNIA LOS ANGELES,133281,10029,143310
UNIVERSITY OF CALIFORNIA LOS ANGELES,234680,126727,361407
UNIVERSITY OF CALIFORNIA LOS ANGELES,235620,127235,362855
UNIVERSITY OF CALIFORNIA LOS ANGELES,485000,261900,746900
UNIVERSITY OF CALIFORNIA LOS ANGELES,116598,9328,125926
UNIVERSITY OF CALIFORNIA LOS ANGELES,240967,79935,320902
UNIVERSITY OF CALIFORNIA LOS ANGELES,128692,9368,137494
UNIVERSITY OF CALIFORNIA LOS ANGELES,156000,12480,168480
UNIVERSITY OF CALIFORNIA LOS ANGELES,388107,95753,483860
UNIVERSITY OF CALIFORNIA LOS ANGELES,134374,10750,145124
UNIVERSITY OF CALIFORNIA LOS ANGELES,322332,51242,373574
UNIVERSITY OF CALIFORNIA LOS ANGELES,232510,125555,358065
UNIVERSITY OF CALIFORNIA LOS ANGELES,1592571,523194,2115765
UNIVERSITY OF CALIFORNIA LOS ANGELES,41558,22441,63999
UNIVERSITY OF CALIFORNIA LOS ANGELES,107638,8611,116249
UNIVERSITY OF CALIFORNIA LOS ANGELES,295347,105136,400483
UNIVERSITY OF CALIFORNIA LOS ANGELES,341791,176163,517954
UNIVERSITY OF CALIFORNIA LOS ANGELES,142825,11426,138288
UNIVERSITY OF CALIFORNIA LOS ANGELES,189199,102168,291367
UNIVERSITY OF CALIFORNIA LOS ANGELES,190080,102643,292723
UNIVERSITY OF CALIFORNIA LOS ANGELES,328619,163924,492543
UNIVERSITY OF CALIFORNIA LOS ANGELES,47500,7695,55195
UNIVERSITY OF CALIFORNIA LOS ANGELES,47532,2123,49655
UNIVERSITY OF CALIFORNIA LOS ANGELES,95000,57000,152000
UNIVERSITY OF CALIFORNIA LOS ANGELES,2275328,573668,2848996
UNIVERSITY OF CALIFORNIA LOS ANGELES,1649401,55897,1703807
UNIVERSITY OF CALIFORNIA LOS ANGELES,94800,51192,145992
UNIVERSITY OF CALIFORNIA LOS ANGELES,117774,9422,127196
UNIVERSITY OF CALIFORNIA LOS ANGELES,1597607,131576,1729183
UNIVERSITY OF CALIFORNIA LOS ANGELES,33769,,33769
UNIVERSITY OF CALIFORNIA LOS ANGELES,28842,10445,39287
UNIVERSITY OF CALIFORNIA LOS ANGELES,284900,153846,438746
UNIVERSITY OF CALIFORNIA LOS ANGELES,6500,520,7020
UNIVERSITY OF CALIFORNIA LOS ANGELES,290546,156895,447441
UNIVERSITY OF CALIFORNIA LOS ANGELES,53942,,53942
UNIVERSITY OF CALIFORNIA LOS ANGELES,222440,16013,238453
UNIVERSITY OF CALIFORNIA LOS ANGELES,83760,6701,90461
UNIVERSITY OF CALIFORNIA LOS ANGELES,183350,89939,273289
UNIVERSITY OF CALIFORNIA LOS ANGELES,51769,27955,79724
UNIVERSITY OF CALIFORNIA LOS ANGELES,466738,188955,655693
UNIVERSITY OF CALIFORNIA LOS ANGELES,210182,89369,299551
UNIVERSITY OF CALIFORNIA LOS ANGELES,108750,58725,167475
UNIVERSITY OF CALIFORNIA LOS ANGELES,415334,128854,544188
UNIVERSITY OF CALIFORNIA LOS ANGELES,159621,60544,220165
UNIVERSITY OF CALIFORNIA LOS ANGELES,49214,,49214
UNIVERSITY OF CALIFORNIA LOS ANGELES,159652,44542,204194
UNIVERSITY OF CALIFORNIA LOS ANGELES,232800,60528,293328
UNIVERSITY OF CALIFORNIA LOS ANGELES,150000,81000,231000
UNIVERSITY OF CALIFORNIA LOS ANGELES,330092,109751,439843
UNIVERSITY OF CALIFORNIA LOS ANGELES,18860,10184,29044
UNIVERSITY OF CALIFORNIA LOS ANGELES,105542,56993,162535
UNIVERSITY OF CALIFORNIA LOS ANGELES,129600,69984,199584
UNIVERSITY OF CALIFORNIA LOS ANGELES,230324,115784,346108
UNIVERSITY OF CALIFORNIA LOS ANGELES,110400,7632,118032
UNIVERSITY OF CALIFORNIA LOS ANGELES,52190,,52190
UNIVERSITY OF CALIFORNIA LOS ANGELES,,,1222061
UNIVERSITY OF CALIFORNIA LOS ANGELES,,,2561648
UNIVERSITY OF CALIFORNIA LOS ANGELES,,,172388
UNIVERSITY OF CALIFORNIA LOS ANGELES,,,2312083
UNIVERSITY OF CALIFORNIA LOS ANGELES,,,172388
UNIVERSITY OF CALIFORNIA LOS ANGELES,,,1040316
UNIVERSITY OF CALIFORNIA RIVERSIDE,206710,94582,301292
UNIVERSITY OF CALIFORNIA RIVERSIDE,181517,88897,270414
UNIVERSITY OF CALIFORNIA RIVERSIDE,350514,176215,526729
UNIVERSITY OF CALIFORNIA RIVERSIDE,159774,80222,239996
UNIVERSITY OF CALIFORNIA RIVERSIDE,183350,91392,274742
UNIVERSITY OF CALIFORNIA RIVERSIDE,36457,,36457
UNIVERSITY OF CALIFORNIA RIVERSIDE,232650,116381,349031
UNIVERSITY OF CALIFORNIA RIVERSIDE,171609,89237,260846
UNIVERSITY OF CALIFORNIA RIVERSIDE,209888,109142,319030
UNIVERSITY OF CALIFORNIA RIVERSIDE,37458,,37458
UNIVERSITY OF CALIFORNIA RIVERSIDE,330888,133239,464127
UNIVERSITY OF CALIFORNIA RIVERSIDE,235000,105092,340092
UNIVERSITY OF CALIFORNIA RIVERSIDE,146172,76009,222181
UNIVERSITY OF CALIFORNIA RIVERSIDE,241250,125450,366700
UNIVERSITY OF CALIFORNIA RIVERSIDE,235000,122200,357200
UNIVERSITY OF CALIFORNIA RIVERSIDE,186293,85601,271894
UNIVERSITY OF CALIFORNIA RIVERSIDE,431230,28374,459604
UNIVERSITY OF CALIFORNIA RIVERSIDE,183902,92911,276813
UNIVERSITY OF CALIFORNIA RIVERSIDE,141000,61100,202100
UNIVERSITY OF CALIFORNIA RIVERSIDE,172543,71625,244168
UNIVERSITY OF CALIFORNIA RIVERSIDE,216717,88897,305614
UNIVERSITY OF CALIFORNIA RIVERSIDE,52190,,52190
UNIVERSITY OF CALIFORNIA RIVERSIDE,312276,104040,416316
UNIVERSITY OF CALIFORNIA RIVERSIDE,169323,77603,246926
UNIVERSITY OF CALIFORNIA RIVERSIDE,71783,19127,90910
UNIVERSITY OF CALIFORNIA RIVERSIDE,270963,73814,344777
UNIVERSITY OF CALIFORNIA RIVERSIDE,235620,122522,358142
UNIVERSITY OF CALIFORNIA RIVERSIDE,250000,107703,357703
UNIVERSITY OF CALIFORNIA RIVERSIDE,46500,24180,70680
UNIVERSITY OF CALIFORNIA RIVERSIDE,250000,127310,377310
UNIVERSITY OF CALIFORNIA RIVERSIDE,297153,154519,451672
UNIVERSITY OF CALIFORNIA RIVERSIDE,190000,83083,273083
UNIVERSITY OF CALIFORNIA RIVERSIDE,125000,65000,190000
UNIVERSITY OF CALIFORNIA RIVERSIDE,235000,122200,357200
UNIVERSITY OF CALIFORNIA RIVERSIDE,143855,66623,210478
UNIVERSITY OF CALIFORNIA RIVERSIDE,40668,14258,54926
UNIVERSITY OF CALIFORNIA RIVERSIDE,458863,91781,550644
UNIVERSITY OF CALIFORNIA RIVERSIDE,237600,118800,356400
UNIVERSITY OF CALIFORNIA RIVERSIDE,195050,95383,290433
UNIVERSITY OF CALIFORNIA RIVERSIDE,198450,103194,301644
UNIVERSITY OF CALIFORNIA RIVERSIDE,297018,123393,420411
UNIVERSITY OF CALIFORNIA RIVERSIDE,211094,109769,320863
UNIVERSITY OF CALIFORNIA RIVERSIDE,34985,,34985
UNIVERSITY OF CALIFORNIA RIVERSIDE,105280,54746,160026
UNIVERSITY OF CALIFORNIA RIVERSIDE,190880,89412,280292
UNIVERSITY OF CALIFORNIA RIVERSIDE,57734,,57734
UNIVERSITY OF CALIFORNIA RIVERSIDE,268363,59895,328258
UNIVERSITY OF CALIFORNIA RIVERSIDE,33848,,33848
UNIVERSITY OF CALIFORNIA RIVERSIDE,600000,,600000
UNIVERSITY OF CALIFORNIA RIVERSIDE,180137,85945,266082
UNIVERSITY OF CALIFORNIA RIVERSIDE,255014,107470,362484
UNIVERSITY OF CALIFORNIA RIVERSIDE,232650,113650,346300
UNIVERSITY OF CALIFORNIA RIVERSIDE,143750,74750,218500
UNIVERSITY OF CALIFORNIA RIVERSIDE,239032,16839,255871
UNIVERSITY OF CALIFORNIA RIVERSIDE,150000,78000,228000
UNIVERSITY OF CALIFORNIA RIVERSIDE,150000,48360,198360
UNIVERSITY OF CALIFORNIA RIVERSIDE,34352,,34352
UNIVERSITY OF CALIFORNIA RIVERSIDE,142500,68512,211012
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,165363,13229,178592
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,338394,130230,468624
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,117875,64242,182117
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,240000,124361,364361
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,47114,,47114
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,290988,97243,388231
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,207500,118448,325948
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,203943,111149,315092
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,373087,88987,462074
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,85750,235750
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,44016,25125,69141
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,283573,161637,445210
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,162850,13028,175878
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,53942,,53942
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,66530,,66530
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,741580,42451,784031
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,47114,,47114
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,475162,241682,716844
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,269166,130921,400087
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,682650,389111,1071761
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,545482,30951,576433
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,341852,165918,507770
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,750000,427188,1177188
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,195071,14368,195391
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,695396,257047,952443
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,121750,9740,131490
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,250000,142917,392917
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,85750,235750
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,167432,12445,179877
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,317728,75548,393276
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,303128,22036,325164
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,175400,14032,189432
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,312623,170380,483003
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,151000,12080,163080
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,59432,,59432
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,111672,346672
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,410012,224890,634902
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,267945,133200,401145
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,393139,130725,523864
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,85125,1
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,324164,63475,387639
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,114389,324277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,194545,106027,300572
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,42232,,42232
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,277265,149419,426684
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,172980,13601,177895
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,50148,4012,54160
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150691,12055,162746
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,78545,228545
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,408259,115493,523752
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,189041,103027,292068
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,2758343,1216793,3975136
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,218125,9690,227815
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,175000,99240,274240
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1331557,540706,1872263
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,102225,55713,157938
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,138400,11072,149472
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,635783,63222,699005
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,312885,170522,483407
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,480150,261682,741832
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,240000,130800,370800
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,154433,65360,219793
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,64875,14902,76690
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,114389,324277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,201282,36248,237530
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,190000,108617,298617
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,95000,51775,146775
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,167704,13416,181120
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,193725,105580,299305
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,47699,0,47699
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1362405,238640,1601045
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,452562,246646,699208
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,320432,182246,502678
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,53942,,53942
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,357665,122261,479926
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,50000,12071,62071
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,238882,130191,369073
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,480150,261682,741832
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,190000,101402,291402
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,110130,11622,121752
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,248879,101838,350717
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,225720,123017,348737
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,241351,19308,260659
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,171725,13738,185463
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,30843,13870,44713
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,281803,153562,435365
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,206872,102280,309152
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,115750,9260,125010
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,94500,53944,148444
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,278928,128509,407437
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,329903,149849,479752
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,643252,36535,679787
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,369928,202430,572358
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,150000,68150,218150
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,247850,18949,266799
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,209888,114389,324277
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,247863,135362,383225
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,819767,57180,876947
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,555637,42851,587625
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,492354,39388,531742
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,182276,99340,281616
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,224557,120429,344986
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,235000,128099,363099
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,34278,,34278
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237600,123967,361567
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,346329,188593,534922
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,119500,9560,129060
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,81078,46350,127428
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,237500,122800,360300
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,49214,,49214
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,112750,9020,121770
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,609226,95780,705006
UNIVERSITY OF CALIFORNIA SAN FRANCISCO,201463,73870,275333
